,ticker,year,IT,OR,IT_lag1,IT_lag2,IT_lag3,IT_lag4,IT_lag5
743,PG,2017,0.6137,0.5123,0.5879,0.6051,0.5855,,
744,PG,2018,0.7667,0.511,0.6137,0.5879,0.6051,0.5855,
745,PG,2019,0.6198,0.4424,0.7667,0.6137,0.5879,0.6051,0.5855
746,PG,2020,0.6064,0.5335,0.6198,0.7667,0.6137,0.5879,0.6051
747,PG,2021,0.6218,0.5021,0.6064,0.6198,0.7667,0.6137,0.5879
748,PG,2022,0.6066,0.4725,0.6218,0.6064,0.6198,0.7667,0.6137
749,PG,2023,0.7506,0.6933,0.6066,0.6218,0.6064,0.6198,0.7667
750,PGR,2014,0.5495,0.4941,,,,,
751,PGR,2015,0.5671,0.4853,0.5495,,,,
752,PGR,2016,0.5368,0.5201,0.5671,0.5495,,,
753,PGR,2017,0.5705,0.5859,0.5368,0.5671,0.5495,,
754,PGR,2018,0.5523,0.5403,0.5705,0.5368,0.5671,0.5495,
755,PGR,2019,0.5316,0.5152,0.5523,0.5705,0.5368,0.5671,0.5495
756,PGR,2020,0.5271,0.4894,0.5316,0.5523,0.5705,0.5368,0.5671
757,PGR,2021,0.5098,0.4755,0.5271,0.5316,0.5523,0.5705,0.5368
758,PGR,2022,0.5546,0.5512,0.5098,0.5271,0.5316,0.5523,0.5705
759,PGR,2023,0.5705,0.5376,0.5546,0.5098,0.5271,0.5316,0.5523
760,PLD,2014,0.3139,0.3919,,,,,
761,PLD,2015,0.5261,0.4686,0.3139,,,,
762,PLD,2016,0.4595,0.4984,0.5261,0.3139,,,
763,PLD,2017,0.4942,0.427,0.4595,0.5261,0.3139,,
764,PLD,2018,0.4612,0.4452,0.4942,0.4595,0.5261,0.3139,
765,PLD,2019,0.4566,0.4919,0.4612,0.4942,0.4595,0.5261,0.3139
766,PLD,2020,0.7191,0.4061,0.4566,0.4612,0.4942,0.4595,0.5261
767,PLD,2021,0.5083,0.4769,0.7191,0.4566,0.4612,0.4942,0.4595
768,PLD,2022,0.3284,0.4896,0.5083,0.7191,0.4566,0.4612,0.4942
769,PLD,2023,0.4597,0.4776,0.3284,0.5083,0.7191,0.4566,0.4612
770,PM,2014,0.4799,0.6876,,,,,
771,PM,2015,0.4132,0.3996,0.4799,,,,
772,PM,2016,0.4551,0.5911,0.4132,0.4799,,,
773,PM,2017,0.4418,0.4802,0.4551,0.4132,0.4799,,
774,PM,2018,0.5684,0.3166,0.4418,0.4551,0.4132,0.4799,
775,PM,2019,0.5684,0.2779,0.5684,0.4418,0.4551,0.4132,0.4799
776,PM,2020,0.5746,0.3094,0.5684,0.5684,0.4418,0.4551,0.4132
777,PM,2021,0.3251,0.4574,0.5746,0.5684,0.5684,0.4418,0.4551
778,PM,2022,0.5812,0.3073,0.3251,0.5746,0.5684,0.5684,0.4418
779,PM,2023,0.5767,0.5646,0.5812,0.3251,0.5746,0.5684,0.5684
780,QCOM,2014,0.3114,0.2895,,,,,
781,QCOM,2015,0.2578,0.6178,0.3114,,,,
782,QCOM,2016,0.2675,0.2721,0.2578,0.3114,,,
783,QCOM,2017,0.5851,0.5526,0.2675,0.2578,0.3114,,
784,QCOM,2018,0.2659,0.1754,0.5851,0.2675,0.2578,0.3114,
785,QCOM,2019,0.2188,0.1475,0.2659,0.5851,0.2675,0.2578,0.3114
786,QCOM,2020,0.2757,0.3987,0.2188,0.2659,0.5851,0.2675,0.2578
787,QCOM,2021,0.3366,0.429,0.2757,0.2188,0.2659,0.5851,0.2675
788,QCOM,2022,0.3303,0.338,0.3366,0.2757,0.2188,0.2659,0.5851
789,QCOM,2023,0.4121,0.3353,0.3303,0.3366,0.2757,0.2188,0.2659
790,RTX,2014,0.5739,0.6189,,,,,
791,RTX,2015,0.5825,0.6852,0.5739,,,,
792,RTX,2016,0.5528,0.5177,0.5825,0.5739,,,
793,RTX,2017,0.5195,0.5318,0.5528,0.5825,0.5739,,
794,RTX,2018,0.5049,0.6059,0.5195,0.5528,0.5825,0.5739,
795,RTX,2019,0.565,0.5615,0.5049,0.5195,0.5528,0.5825,0.5739
796,RTX,2020,0.5939,0.5017,0.565,0.5049,0.5195,0.5528,0.5825
797,RTX,2021,0.5118,0.4711,0.5939,0.565,0.5049,0.5195,0.5528
798,RTX,2022,0.5508,0.5243,0.5118,0.5939,0.565,0.5049,0.5195
799,RTX,2023,0.6282,0.4643,0.5508,0.5118,0.5939,0.565,0.5049
800,SBUX,2014,0.4895,0.4526,,,,,
801,SBUX,2015,0.6259,0.494,0.4895,,,,
802,SBUX,2016,0.4928,0.5041,0.6259,0.4895,,,
803,SBUX,2017,0.6463,0.4413,0.4928,0.6259,0.4895,,
804,SBUX,2018,0.6377,0.5104,0.6463,0.4928,0.6259,0.4895,
805,SBUX,2019,0.5613,0.6838,0.6377,0.6463,0.4928,0.6259,0.4895
806,SBUX,2020,0.4397,0.4604,0.5613,0.6377,0.6463,0.4928,0.6259
807,SBUX,2021,0.5735,0.5014,0.4397,0.5613,0.6377,0.6463,0.4928
808,SBUX,2022,0.5035,0.4935,0.5735,0.4397,0.5613,0.6377,0.6463
809,SBUX,2023,0.454,0.4598,0.5035,0.5735,0.4397,0.5613,0.6377
810,SCHW,2014,0.5413,0.5717,,,,,
811,SCHW,2015,0.5701,0.6035,0.5413,,,,
812,SCHW,2016,0.6138,0.5871,0.5701,0.5413,,,
813,SCHW,2017,0.5194,0.4727,0.6138,0.5701,0.5413,,
814,SCHW,2018,0.5735,0.5502,0.5194,0.6138,0.5701,0.5413,
815,SCHW,2019,0.4394,0.4822,0.5735,0.5194,0.6138,0.5701,0.5413
816,SCHW,2020,0.5123,0.5454,0.4394,0.5735,0.5194,0.6138,0.5701
817,SCHW,2021,0.5688,0.493,0.5123,0.4394,0.5735,0.5194,0.6138
818,SCHW,2022,0.512,0.5029,0.5688,0.5123,0.4394,0.5735,0.5194
819,SCHW,2023,0.6379,0.45,0.512,0.5688,0.5123,0.4394,0.5735
820,SHW,2014,0.3921,0.3404,,,,,
821,SHW,2015,0.3273,0.3889,0.3921,,,,
822,SHW,2016,0.3209,0.3512,0.3273,0.3921,,,
823,SHW,2017,0.436,0.4239,0.3209,0.3273,0.3921,,
824,SHW,2018,0.5301,0.3534,0.436,0.3209,0.3273,0.3921,
825,SHW,2019,0.6198,0.4155,0.5301,0.436,0.3209,0.3273,0.3921
826,SHW,2020,0.551,0.3976,0.6198,0.5301,0.436,0.3209,0.3273
827,SHW,2021,0.6435,0.4527,0.551,0.6198,0.5301,0.436,0.3209
828,SHW,2022,0.6051,0.5629,0.6435,0.551,0.6198,0.5301,0.436
829,SHW,2023,0.6436,0.5133,0.6051,0.6435,0.551,0.6198,0.5301
830,SO,2014,0.4052,0.5431,,,,,
831,SO,2015,0.3823,0.3863,0.4052,,,,
832,SO,2016,0.3845,0.4833,0.3823,0.4052,,,
833,SO,2017,0.4677,0.4345,0.3845,0.3823,0.4052,,
834,SO,2018,0.1536,0.2599,0.4677,0.3845,0.3823,0.4052,
835,SO,2019,0.4947,0.4131,0.1536,0.4677,0.3845,0.3823,0.4052
836,SO,2020,0.3813,0.5619,0.4947,0.1536,0.4677,0.3845,0.3823
837,SO,2021,0.4504,0.3755,0.3813,0.4947,0.1536,0.4677,0.3845
838,SO,2022,0.4256,0.3798,0.4504,0.3813,0.4947,0.1536,0.4677
839,SO,2023,0.5258,0.4213,0.4256,0.4504,0.3813,0.4947,0.1536
840,SPGI,2014,0.5876,0.5301,,,,,
841,SPGI,2015,0.5941,0.472,0.5876,,,,
842,SPGI,2016,0.5856,0.5418,0.5941,0.5876,,,
843,SPGI,2017,0.6647,0.4618,0.5856,0.5941,0.5876,,
844,SPGI,2018,0.6296,0.5587,0.6647,0.5856,0.5941,0.5876,
845,SPGI,2019,0.5574,0.4661,0.6296,0.6647,0.5856,0.5941,0.5876
846,SPGI,2020,0.5707,0.5398,0.5574,0.6296,0.6647,0.5856,0.5941
847,SPGI,2021,0.509,0.4696,0.5707,0.5574,0.6296,0.6647,0.5856
848,SPGI,2022,0.565,0.438,0.509,0.5707,0.5574,0.6296,0.6647
849,SPGI,2023,0.5447,0.5023,0.565,0.509,0.5707,0.5574,0.6296
850,SYK,2014,0.5707,0.2267,,,,,
851,SYK,2015,0.571,0.2143,0.5707,,,,
852,SYK,2016,0.5622,0.4297,0.571,0.5707,,,
853,SYK,2017,0.5777,0.4011,0.5622,0.571,0.5707,,
854,SYK,2018,0.556,0.4908,0.5777,0.5622,0.571,0.5707,
855,SYK,2019,0.5588,0.4695,0.556,0.5777,0.5622,0.571,0.5707
856,SYK,2020,0.6398,0.3125,0.5588,0.556,0.5777,0.5622,0.571
857,SYK,2021,0.5545,0.3185,0.6398,0.5588,0.556,0.5777,0.5622
858,SYK,2022,0.5268,0.3062,0.5545,0.6398,0.5588,0.556,0.5777
859,SYK,2023,0.5467,0.51,0.5268,0.5545,0.6398,0.5588,0.556
860,T,2014,0.4141,0.6476,,,,,
861,T,2015,0.3296,0.7117,0.4141,,,,
862,T,2016,0.4148,0.2853,0.3296,0.4141,,,
863,T,2017,0.374,0.495,0.4148,0.3296,0.4141,,
864,T,2018,0.3546,0.2926,0.374,0.4148,0.3296,0.4141,
865,T,2019,0.4757,0.3752,0.3546,0.374,0.4148,0.3296,0.4141
866,T,2020,0.3026,0.3579,0.4757,0.3546,0.374,0.4148,0.3296
867,T,2021,0.4545,0.3813,0.3026,0.4757,0.3546,0.374,0.4148
868,T,2022,0.4334,0.356,0.4545,0.3026,0.4757,0.3546,0.374
869,T,2023,0.3606,0.3143,0.4334,0.4545,0.3026,0.4757,0.3546
870,TJX,2014,0.5557,0.4241,,,,,
871,TJX,2015,0.559,0.4235,0.5557,,,,
872,TJX,2016,0.6084,0.3958,0.559,0.5557,,,
873,TJX,2017,0.5467,0.3894,0.6084,0.559,0.5557,,
874,TJX,2018,0.5428,0.4139,0.5467,0.6084,0.559,0.5557,
875,TJX,2019,0.5644,0.5746,0.5428,0.5467,0.6084,0.559,0.5557
876,TJX,2020,0.5786,0.525,0.5644,0.5428,0.5467,0.6084,0.559
877,TJX,2021,0.539,0.4625,0.5786,0.5644,0.5428,0.5467,0.6084
878,TJX,2022,0.5506,0.4368,0.539,0.5786,0.5644,0.5428,0.5467
879,TJX,2023,0.6087,0.4741,0.5506,0.539,0.5786,0.5644,0.5428
880,TMO,2014,0.5508,0.4406,,,,,
881,TMO,2015,0.59,0.467,0.5508,,,,
882,TMO,2016,0.5836,0.4176,0.59,0.5508,,,
883,TMO,2017,0.6006,0.5259,0.5836,0.59,0.5508,,
884,TMO,2018,0.613,0.3638,0.6006,0.5836,0.59,0.5508,
885,TMO,2019,0.6657,0.5534,0.613,0.6006,0.5836,0.59,0.5508
886,TMO,2020,0.6095,0.4099,0.6657,0.613,0.6006,0.5836,0.59
887,TMO,2021,0.7453,0.4174,0.6095,0.6657,0.613,0.6006,0.5836
888,TMO,2022,0.6873,0.5286,0.7453,0.6095,0.6657,0.613,0.6006
889,TMO,2023,0.6248,0.5712,0.6873,0.7453,0.6095,0.6657,0.613
890,TMUS,2014,0.5803,0.3908,,,,,
891,TMUS,2015,0.5492,0.4473,0.5803,,,,
892,TMUS,2016,0.5806,0.4528,0.5492,0.5803,,,
893,TMUS,2017,0.4487,0.3197,0.5806,0.5492,0.5803,,
894,TMUS,2018,0.4448,0.3582,0.4487,0.5806,0.5492,0.5803,
895,TMUS,2019,0.4049,0.4007,0.4448,0.4487,0.5806,0.5492,0.5803
896,TMUS,2020,0.42,0.4012,0.4049,0.4448,0.4487,0.5806,0.5492
897,TMUS,2021,0.6319,0.3976,0.42,0.4049,0.4448,0.4487,0.5806
898,TMUS,2022,0.5348,0.412,0.6319,0.42,0.4049,0.4448,0.4487
899,TMUS,2023,0.4974,0.5568,0.5348,0.6319,0.42,0.4049,0.4448
900,TSLA,2014,0.5344,0.261,,,,,
901,TSLA,2015,0.4961,0.358,0.5344,,,,
902,TSLA,2016,0.6159,0.3504,0.4961,0.5344,,,
903,TSLA,2017,0.4683,0.1978,0.6159,0.4961,0.5344,,
904,TSLA,2018,0.5029,0.2623,0.4683,0.6159,0.4961,0.5344,
905,TSLA,2019,0.5534,0.2308,0.5029,0.4683,0.6159,0.4961,0.5344
906,TSLA,2020,0.6205,0.4227,0.5534,0.5029,0.4683,0.6159,0.4961
907,TSLA,2021,0.6297,0.4031,0.6205,0.5534,0.5029,0.4683,0.6159
908,TSLA,2022,0.595,0.2729,0.6297,0.6205,0.5534,0.5029,0.4683
909,TSLA,2023,0.5809,0.2598,0.595,0.6297,0.6205,0.5534,0.5029
910,TXN,2014,0.5899,0.3407,,,,,
911,TXN,2015,0.5226,0.4994,0.5899,,,,
912,TXN,2016,0.5239,0.5594,0.5226,0.5899,,,
913,TXN,2017,0.5476,0.354,0.5239,0.5226,0.5899,,
914,TXN,2018,0.5313,0.3698,0.5476,0.5239,0.5226,0.5899,
915,TXN,2019,0.5245,0.5584,0.5313,0.5476,0.5239,0.5226,0.5899
916,TXN,2020,0.5492,0.5214,0.5245,0.5313,0.5476,0.5239,0.5226
917,TXN,2021,0.5522,0.5225,0.5492,0.5245,0.5313,0.5476,0.5239
918,TXN,2022,0.5291,0.535,0.5522,0.5492,0.5245,0.5313,0.5476
919,TXN,2023,0.5237,0.5207,0.5291,0.5522,0.5492,0.5245,0.5313
920,UNH,2014,0.4738,0.2166,,,,,
921,UNH,2015,0.4523,0.2501,0.4738,,,,
922,UNH,2016,0.5155,0.2311,0.4523,0.4738,,,
923,UNH,2017,0.541,0.2871,0.5155,0.4523,0.4738,,
924,UNH,2018,0.405,0.3438,0.541,0.5155,0.4523,0.4738,
925,UNH,2019,0.5624,0.2603,0.405,0.541,0.5155,0.4523,0.4738
926,UNH,2020,0.5698,0.3494,0.5624,0.405,0.541,0.5155,0.4523
927,UNH,2021,0.606,0.3417,0.5698,0.5624,0.405,0.541,0.5155
928,UNH,2022,0.5574,0.4409,0.606,0.5698,0.5624,0.405,0.541
929,UNH,2023,0.4572,0.4383,0.5574,0.606,0.5698,0.5624,0.405
930,UNP,2014,0.4326,0.4035,,,,,
931,UNP,2015,0.3812,0.3908,0.4326,,,,
932,UNP,2016,0.4156,0.4019,0.3812,0.4326,,,
933,UNP,2017,0.3574,0.4314,0.4156,0.3812,0.4326,,
934,UNP,2018,0.342,0.3584,0.3574,0.4156,0.3812,0.4326,
935,UNP,2019,0.3813,0.4139,0.342,0.3574,0.4156,0.3812,0.4326
936,UNP,2020,0.4721,0.3837,0.3813,0.342,0.3574,0.4156,0.3812
937,UNP,2021,0.4905,0.4063,0.4721,0.3813,0.342,0.3574,0.4156
938,UNP,2022,0.5005,0.4322,0.4905,0.4721,0.3813,0.342,0.3574
939,UNP,2023,0.4664,0.4151,0.5005,0.4905,0.4721,0.3813,0.342
940,UPS,2014,0.6025,0.6348,,,,,
941,UPS,2015,0.5203,0.5137,0.6025,,,,
942,UPS,2016,0.5357,0.3905,0.5203,0.6025,,,
943,UPS,2017,0.5814,0.5224,0.5357,0.5203,0.6025,,
944,UPS,2018,0.5412,0.4378,0.5814,0.5357,0.5203,0.6025,
945,UPS,2019,0.5772,0.5102,0.5412,0.5814,0.5357,0.5203,0.6025
946,UPS,2020,0.6075,0.4963,0.5772,0.5412,0.5814,0.5357,0.5203
947,UPS,2021,0.6411,0.4998,0.6075,0.5772,0.5412,0.5814,0.5357
948,UPS,2022,0.6157,0.6218,0.6411,0.6075,0.5772,0.5412,0.5814
949,UPS,2023,0.5885,0.5365,0.6157,0.6411,0.6075,0.5772,0.5412
950,V,2014,0.5626,0.2889,,,,,
951,V,2015,0.3497,0.33,0.5626,,,,
952,V,2016,0.3877,0.4926,0.3497,0.5626,,,
953,V,2017,0.4328,0.4883,0.3877,0.3497,0.5626,,
954,V,2018,0.4239,0.3398,0.4328,0.3877,0.3497,0.5626,
955,V,2019,0.4527,0.3267,0.4239,0.4328,0.3877,0.3497,0.5626
956,V,2020,0.4134,0.5194,0.4527,0.4239,0.4328,0.3877,0.3497
957,V,2021,0.41,0.4897,0.4134,0.4527,0.4239,0.4328,0.3877
958,V,2022,0.6456,0.4211,0.41,0.4134,0.4527,0.4239,0.4328
959,V,2023,0.4817,0.3802,0.6456,0.41,0.4134,0.4527,0.4239
960,VRTX,2014,0.3633,0.1988,,,,,
961,VRTX,2015,0.4958,0.1466,0.3633,,,,
962,VRTX,2016,0.4635,0.1953,0.4958,0.3633,,,
963,VRTX,2017,0.4546,0.1787,0.4635,0.4958,0.3633,,
964,VRTX,2018,0.3412,0.1919,0.4546,0.4635,0.4958,0.3633,
965,VRTX,2019,0.4912,0.2807,0.3412,0.4546,0.4635,0.4958,0.3633
966,VRTX,2020,0.4236,0.3288,0.4912,0.3412,0.4546,0.4635,0.4958
967,VRTX,2021,0.3166,0.371,0.4236,0.4912,0.3412,0.4546,0.4635
968,VRTX,2022,0.5043,0.1719,0.3166,0.4236,0.4912,0.3412,0.4546
969,VRTX,2023,0.5239,0.4281,0.5043,0.3166,0.4236,0.4912,0.3412
970,VZ,2014,0.4809,0.4786,,,,,
971,VZ,2015,0.7795,0.5015,0.4809,,,,
972,VZ,2016,0.689,0.5472,0.7795,0.4809,,,
973,VZ,2017,0.4973,0.5484,0.689,0.7795,0.4809,,
974,VZ,2018,0.4275,0.4434,0.4973,0.689,0.7795,0.4809,
975,VZ,2019,0.3886,0.5073,0.4275,0.4973,0.689,0.7795,0.4809
976,VZ,2020,0.3736,0.4692,0.3886,0.4275,0.4973,0.689,0.7795
977,VZ,2021,0.6543,0.4642,0.3736,0.3886,0.4275,0.4973,0.689
978,VZ,2022,0.4714,0.4109,0.6543,0.3736,0.3886,0.4275,0.4973
979,VZ,2023,0.4452,0.442,0.4714,0.6543,0.3736,0.3886,0.4275
980,WMT,2014,0.582,0.4541,,,,,
981,WMT,2015,0.6266,0.4463,0.582,,,,
982,WMT,2016,0.5963,0.4553,0.6266,0.582,,,
983,WMT,2017,0.5483,0.4677,0.5963,0.6266,0.582,,
984,WMT,2018,0.5801,0.4527,0.5483,0.5963,0.6266,0.582,
985,WMT,2019,0.5754,0.4857,0.5801,0.5483,0.5963,0.6266,0.582
986,WMT,2020,0.5733,0.509,0.5754,0.5801,0.5483,0.5963,0.6266
987,WMT,2021,0.5871,0.4391,0.5733,0.5754,0.5801,0.5483,0.5963
988,WMT,2022,0.4853,0.4051,0.5871,0.5733,0.5754,0.5801,0.5483
989,WMT,2023,0.5043,0.424,0.4853,0.5871,0.5733,0.5754,0.5801
990,XOM,2014,0.4769,0.5277,,,,,
991,XOM,2015,0.4122,0.5011,0.4769,,,,
992,XOM,2016,0.3959,0.505,0.4122,0.4769,,,
993,XOM,2017,0.3841,0.518,0.3959,0.4122,0.4769,,
994,XOM,2018,0.415,0.481,0.3841,0.3959,0.4122,0.4769,
995,XOM,2019,0.4224,0.6393,0.415,0.3841,0.3959,0.4122,0.4769
996,XOM,2020,0.4178,0.6277,0.4224,0.415,0.3841,0.3959,0.4122
997,XOM,2021,0.4032,0.5722,0.4178,0.4224,0.415,0.3841,0.3959
998,XOM,2022,0.4419,0.5317,0.4032,0.4178,0.4224,0.415,0.3841
999,XOM,2023,0.3496,0.662,0.4419,0.4032,0.4178,0.4224,0.415
