,ticker,year,IT,OR,IT_lag1,IT_lag2,IT_lag3,IT_lag4,IT_lag5
753,SBUX,2017,0.4357,0.2923,0.2847,0.4664,0.8572,,
754,SBUX,2018,0.1216,0.5888,0.4357,0.2847,0.4664,0.8572,
755,SBUX,2019,0.5945,0.4785,0.1216,0.4357,0.2847,0.4664,0.8572
756,SBUX,2020,0.31,0.4336,0.5945,0.1216,0.4357,0.2847,0.4664
757,SBUX,2021,0.3198,0.4098,0.31,0.5945,0.1216,0.4357,0.2847
758,SBUX,2022,0.3279,0.4353,0.3198,0.31,0.5945,0.1216,0.4357
759,SBUX,2023,0.3275,0.3535,0.3279,0.3198,0.31,0.5945,0.1216
760,SCHW,2014,0.6508,0.6674,,,,,
761,SCHW,2015,0.6124,0.5931,0.6508,,,,
762,SCHW,2016,0.4555,0.5868,0.6124,0.6508,,,
763,SCHW,2017,0.5275,0.4804,0.4555,0.6124,0.6508,,
764,SCHW,2018,0.6152,0.6637,0.5275,0.4555,0.6124,0.6508,
765,SCHW,2019,0.537,0.5107,0.6152,0.5275,0.4555,0.6124,0.6508
766,SCHW,2020,0.4703,0.7026,0.537,0.6152,0.5275,0.4555,0.6124
767,SCHW,2021,0.6064,0.466,0.4703,0.537,0.6152,0.5275,0.4555
768,SCHW,2022,0.7023,0.4964,0.6064,0.4703,0.537,0.6152,0.5275
769,SCHW,2023,0.4495,0.3752,0.7023,0.6064,0.4703,0.537,0.6152
770,SHW,2014,,,,,,,
771,SHW,2015,,,,,,,
772,SHW,2016,,,,,,,
773,SHW,2017,,,,,,,
774,SHW,2018,,,,,,,
775,SHW,2019,0.2968,0.5401,,,,,
776,SHW,2020,0.2464,0.4039,0.2968,,,,
777,SHW,2021,0.4896,0.371,0.2464,0.2968,,,
778,SHW,2022,0.6813,0.409,0.4896,0.2464,0.2968,,
779,SHW,2023,0.5011,0.5563,0.6813,0.4896,0.2464,0.2968,
780,SO,2014,,,,,,,
781,SO,2015,,,,,,,
782,SO,2016,,,,,,,
783,SO,2017,,,,,,,
784,SO,2018,0.3151,0.3637,,,,,
785,SO,2019,0.9307,0.8107,0.3151,,,,
786,SO,2020,0.7539,0.8096,0.9307,0.3151,,,
787,SO,2021,0.8096,0.7957,0.7539,0.9307,0.3151,,
788,SO,2022,0.7894,0.7999,0.8096,0.7539,0.9307,0.3151,
789,SO,2023,0.8059,0.773,0.7894,0.8096,0.7539,0.9307,0.3151
790,SPGI,2014,0.567,0.357,,,,,
791,SPGI,2015,0.3454,0.3463,0.567,,,,
792,SPGI,2016,0.4742,0.3456,0.3454,0.567,,,
793,SPGI,2017,0.5478,0.4678,0.4742,0.3454,0.567,,
794,SPGI,2018,0.5909,0.5903,0.5478,0.4742,0.3454,0.567,
795,SPGI,2019,0.5919,0.4953,0.5909,0.5478,0.4742,0.3454,0.567
796,SPGI,2020,0.4891,0.4484,0.5919,0.5909,0.5478,0.4742,0.3454
797,SPGI,2021,0.4459,0.3807,0.4891,0.5919,0.5909,0.5478,0.4742
798,SPGI,2022,0.5063,0.5385,0.4459,0.4891,0.5919,0.5909,0.5478
799,SPGI,2023,0.4206,0.5345,0.5063,0.4459,0.4891,0.5919,0.5909
800,SYK,2014,0.4063,0.3037,,,,,
801,SYK,2015,0.507,0.3443,0.4063,,,,
802,SYK,2016,0.4933,0.4505,0.507,0.4063,,,
803,SYK,2017,0.6715,0.4015,0.4933,0.507,0.4063,,
804,SYK,2018,0.4389,0.2898,0.6715,0.4933,0.507,0.4063,
805,SYK,2019,0.4194,0.2652,0.4389,0.6715,0.4933,0.507,0.4063
806,SYK,2020,0.5466,0.4015,0.4194,0.4389,0.6715,0.4933,0.507
807,SYK,2021,0.5522,0.3811,0.5466,0.4194,0.4389,0.6715,0.4933
808,SYK,2022,0.3508,0.4184,0.5522,0.5466,0.4194,0.4389,0.6715
809,SYK,2023,0.3882,0.3693,0.3508,0.5522,0.5466,0.4194,0.4389
810,T,2014,,,,,,,
811,T,2015,,,,,,,
812,T,2016,,,,,,,
813,T,2017,,,,,,,
814,T,2018,,,,,,,
815,T,2019,0.4143,0.5964,,,,,
816,T,2020,0.5409,0.4139,0.4143,,,,
817,T,2021,0.4246,0.3773,0.5409,0.4143,,,
818,T,2022,0.4875,0.5108,0.4246,0.5409,0.4143,,
819,T,2023,0.4228,0.4415,0.4875,0.4246,0.5409,0.4143,
820,TJX,2014,0.6535,0.3777,,,,,
821,TJX,2015,0.6397,0.4551,0.6535,,,,
822,TJX,2016,0.3036,0.2965,0.6397,0.6535,,,
823,TJX,2017,0.6511,0.6737,0.3036,0.6397,0.6535,,
824,TJX,2018,0.5097,0.4957,0.6511,0.3036,0.6397,0.6535,
825,TJX,2019,0.5434,0.4357,0.5097,0.6511,0.3036,0.6397,0.6535
826,TJX,2020,0.3182,0.4219,0.5434,0.5097,0.6511,0.3036,0.6397
827,TJX,2021,0.6047,0.3872,0.3182,0.5434,0.5097,0.6511,0.3036
828,TJX,2022,0.3162,0.3088,0.6047,0.3182,0.5434,0.5097,0.6511
829,TJX,2023,0.3363,0.3069,0.3162,0.6047,0.3182,0.5434,0.5097
830,TMO,2014,0.7082,0.5227,,,,,
831,TMO,2015,0.4402,0.4002,0.7082,,,,
832,TMO,2016,0.5748,0.4181,0.4402,0.7082,,,
833,TMO,2017,0.5961,0.3076,0.5748,0.4402,0.7082,,
834,TMO,2018,0.3866,0.585,0.5961,0.5748,0.4402,0.7082,
835,TMO,2019,0.3602,0.468,0.3866,0.5961,0.5748,0.4402,0.7082
836,TMO,2020,0.5656,0.3557,0.3602,0.3866,0.5961,0.5748,0.4402
837,TMO,2021,0.2995,0.2721,0.5656,0.3602,0.3866,0.5961,0.5748
838,TMO,2022,0.3769,0.2494,0.2995,0.5656,0.3602,0.3866,0.5961
839,TMO,2023,0.3417,0.3157,0.3769,0.2995,0.5656,0.3602,0.3866
840,TMUS,2014,0.5155,0.3063,,,,,
841,TMUS,2015,0.2957,0.3973,0.5155,,,,
842,TMUS,2016,0.3354,0.3221,0.2957,0.5155,,,
843,TMUS,2017,0.3026,0.4807,0.3354,0.2957,0.5155,,
844,TMUS,2018,0.4993,0.3352,0.3026,0.3354,0.2957,0.5155,
845,TMUS,2019,0.3795,0.373,0.4993,0.3026,0.3354,0.2957,0.5155
846,TMUS,2020,0.3338,0.266,0.3795,0.4993,0.3026,0.3354,0.2957
847,TMUS,2021,0.4206,0.2405,0.3338,0.3795,0.4993,0.3026,0.3354
848,TMUS,2022,0.3418,0.2787,0.4206,0.3338,0.3795,0.4993,0.3026
849,TMUS,2023,0.3103,0.6597,0.3418,0.4206,0.3338,0.3795,0.4993
850,TSLA,2014,0.5287,0.1903,,,,,
851,TSLA,2015,0.1724,0.2213,0.5287,,,,
852,TSLA,2016,0.1996,0.1669,0.1724,0.5287,,,
853,TSLA,2017,0.1729,0.1689,0.1996,0.1724,0.5287,,
854,TSLA,2018,0.2049,0.1661,0.1729,0.1996,0.1724,0.5287,
855,TSLA,2019,0.205,0.1725,0.2049,0.1729,0.1996,0.1724,0.5287
856,TSLA,2020,0.2321,0.3513,0.205,0.2049,0.1729,0.1996,0.1724
857,TSLA,2021,0.2371,0.1592,0.2321,0.205,0.2049,0.1729,0.1996
858,TSLA,2022,0.2246,0.2855,0.2371,0.2321,0.205,0.2049,0.1729
859,TSLA,2023,0.2668,0.2458,0.2246,0.2371,0.2321,0.205,0.2049
860,TXN,2014,0.3188,0.4066,,,,,
861,TXN,2015,0.3288,0.2085,0.3188,,,,
862,TXN,2016,0.4582,0.4124,0.3288,0.3188,,,
863,TXN,2017,0.3426,0.2705,0.4582,0.3288,0.3188,,
864,TXN,2018,0.3267,0.2962,0.3426,0.4582,0.3288,0.3188,
865,TXN,2019,0.306,0.3024,0.3267,0.3426,0.4582,0.3288,0.3188
866,TXN,2020,0.3746,0.3528,0.306,0.3267,0.3426,0.4582,0.3288
867,TXN,2021,0.35,0.2954,0.3746,0.306,0.3267,0.3426,0.4582
868,TXN,2022,0.3861,0.3024,0.35,0.3746,0.306,0.3267,0.3426
869,TXN,2023,0.4858,0.2576,0.3861,0.35,0.3746,0.306,0.3267
870,UNH,2014,0.2577,0.2987,,,,,
871,UNH,2015,0.2949,0.3411,0.2577,,,,
872,UNH,2016,0.346,0.5124,0.2949,0.2577,,,
873,UNH,2017,0.5743,0.3675,0.346,0.2949,0.2577,,
874,UNH,2018,0.5595,0.2881,0.5743,0.346,0.2949,0.2577,
875,UNH,2019,0.527,0.5013,0.5595,0.5743,0.346,0.2949,0.2577
876,UNH,2020,0.3332,0.3051,0.527,0.5595,0.5743,0.346,0.2949
877,UNH,2021,0.6659,0.6648,0.3332,0.527,0.5595,0.5743,0.346
878,UNH,2022,0.3311,0.5099,0.6659,0.3332,0.527,0.5595,0.5743
879,UNH,2023,0.3279,0.2523,0.3311,0.6659,0.3332,0.527,0.5595
880,UNP,2014,0.5745,0.3925,,,,,
881,UNP,2015,0.5011,0.3326,0.5745,,,,
882,UNP,2016,0.219,0.3307,0.5011,0.5745,,,
883,UNP,2017,0.5163,0.3491,0.219,0.5011,0.5745,,
884,UNP,2018,0.2155,0.5759,0.5163,0.219,0.5011,0.5745,
885,UNP,2019,0.2375,0.3698,0.2155,0.5163,0.219,0.5011,0.5745
886,UNP,2020,0.262,0.551,0.2375,0.2155,0.5163,0.219,0.5011
887,UNP,2021,0.262,0.3807,0.262,0.2375,0.2155,0.5163,0.219
888,UNP,2022,0.2469,0.258,0.262,0.262,0.2375,0.2155,0.5163
889,UNP,2023,0.2326,0.4639,0.2469,0.262,0.262,0.2375,0.2155
890,UPS,2014,0.3727,0.4544,,,,,
891,UPS,2015,0.6241,0.3114,0.3727,,,,
892,UPS,2016,0.3312,0.6525,0.6241,0.3727,,,
893,UPS,2017,0.5336,0.5972,0.3312,0.6241,0.3727,,
894,UPS,2018,0.4563,0.314,0.5336,0.3312,0.6241,0.3727,
895,UPS,2019,0.2866,0.72,0.4563,0.5336,0.3312,0.6241,0.3727
896,UPS,2020,0.3476,0.5082,0.2866,0.4563,0.5336,0.3312,0.6241
897,UPS,2021,0.5197,0.4307,0.3476,0.2866,0.4563,0.5336,0.3312
898,UPS,2022,0.387,0.3828,0.5197,0.3476,0.2866,0.4563,0.5336
899,UPS,2023,0.3394,0.3507,0.387,0.5197,0.3476,0.2866,0.4563
900,V,2014,0.4826,0.3904,,,,,
901,V,2015,0.5592,0.3155,0.4826,,,,
902,V,2016,0.4213,0.3326,0.5592,0.4826,,,
903,V,2017,0.4031,0.4476,0.4213,0.5592,0.4826,,
904,V,2018,0.368,0.3225,0.4031,0.4213,0.5592,0.4826,
905,V,2019,0.3821,0.2829,0.368,0.4031,0.4213,0.5592,0.4826
906,V,2020,0.481,0.4405,0.3821,0.368,0.4031,0.4213,0.5592
907,V,2021,0.4778,0.3221,0.481,0.3821,0.368,0.4031,0.4213
908,V,2022,0.626,0.3402,0.4778,0.481,0.3821,0.368,0.4031
909,V,2023,0.6383,0.3645,0.626,0.4778,0.481,0.3821,0.368
910,VRTX,2014,0.2,0.2234,,,,,
911,VRTX,2015,0.2018,0.2077,0.2,,,,
912,VRTX,2016,0.4942,0.3055,0.2018,0.2,,,
913,VRTX,2017,0.3281,0.4284,0.4942,0.2018,0.2,,
914,VRTX,2018,0.4296,0.1646,0.3281,0.4942,0.2018,0.2,
915,VRTX,2019,0.2275,0.1421,0.4296,0.3281,0.4942,0.2018,0.2
916,VRTX,2020,0.2643,0.244,0.2275,0.4296,0.3281,0.4942,0.2018
917,VRTX,2021,0.1835,0.2131,0.2643,0.2275,0.4296,0.3281,0.4942
918,VRTX,2022,0.1836,0.1301,0.1835,0.2643,0.2275,0.4296,0.3281
919,VRTX,2023,0.2441,0.1904,0.1836,0.1835,0.2643,0.2275,0.4296
920,VZ,2014,,,,,,,
921,VZ,2015,,,,,,,
922,VZ,2016,,,,,,,
923,VZ,2017,,,,,,,
924,VZ,2018,,,,,,,
925,VZ,2019,,,,,,,
926,VZ,2020,0.4857,0.5095,,,,,
927,VZ,2021,0.5127,0.5437,0.4857,,,,
928,VZ,2022,0.4442,0.4053,0.5127,0.4857,,,
929,VZ,2023,0.3679,0.5505,0.4442,0.5127,0.4857,,
930,WMT,2014,,,,,,,
931,WMT,2015,,,,,,,
932,WMT,2016,,,,,,,
933,WMT,2017,0.2936,0.5921,,,,,
934,WMT,2018,0.378,0.5148,0.2936,,,,
935,WMT,2019,0.352,0.3544,0.378,0.2936,,,
936,WMT,2020,0.2615,0.3997,0.352,0.378,0.2936,,
937,WMT,2021,0.3148,0.4455,0.2615,0.352,0.378,0.2936,
938,WMT,2022,0.31,0.4395,0.3148,0.2615,0.352,0.378,0.2936
939,WMT,2023,0.3368,0.4375,0.31,0.3148,0.2615,0.352,0.378
