,ticker,year,IT,OR,IT_lag1,IT_lag2,IT_lag3,IT_lag4,IT_lag5
745,PG,2019,0.5942,0.4291,0.6647,0.657,0.6115,0.5886,0.6632
746,PG,2020,0.5924,0.5232,0.5942,0.6647,0.657,0.6115,0.5886
747,PG,2021,0.6168,0.5341,0.5924,0.5942,0.6647,0.657,0.6115
748,PG,2022,0.5566,0.5671,0.6168,0.5924,0.5942,0.6647,0.657
749,PG,2023,0.6139,0.509,0.5566,0.6168,0.5924,0.5942,0.6647
750,PGR,2014,0.6217,0.4513,,,,,
751,PGR,2015,0.5764,0.5375,0.6217,,,,
752,PGR,2016,0.5685,0.49,0.5764,0.6217,,,
753,PGR,2017,0.4683,0.4912,0.5685,0.5764,0.6217,,
754,PGR,2018,0.4912,0.4857,0.4683,0.5685,0.5764,0.6217,
755,PGR,2019,0.5015,0.5366,0.4912,0.4683,0.5685,0.5764,0.6217
756,PGR,2020,0.5304,0.5391,0.5015,0.4912,0.4683,0.5685,0.5764
757,PGR,2021,0.5137,0.5423,0.5304,0.5015,0.4912,0.4683,0.5685
758,PGR,2022,0.608,0.5342,0.5137,0.5304,0.5015,0.4912,0.4683
759,PGR,2023,0.6333,0.5356,0.608,0.5137,0.5304,0.5015,0.4912
760,PLD,2014,0.4518,0.4417,,,,,
761,PLD,2015,0.4798,0.4712,0.4518,,,,
762,PLD,2016,0.5274,0.5753,0.4798,0.4518,,,
763,PLD,2017,0.4378,0.4774,0.5274,0.4798,0.4518,,
764,PLD,2018,0.4627,0.4662,0.4378,0.5274,0.4798,0.4518,
765,PLD,2019,0.5289,0.5855,0.4627,0.4378,0.5274,0.4798,0.4518
766,PLD,2020,0.4239,0.5681,0.5289,0.4627,0.4378,0.5274,0.4798
767,PLD,2021,0.7651,0.6149,0.4239,0.5289,0.4627,0.4378,0.5274
768,PLD,2022,0.528,0.4418,0.7651,0.4239,0.5289,0.4627,0.4378
769,PLD,2023,0.4222,0.5574,0.528,0.7651,0.4239,0.5289,0.4627
770,PM,2014,0.4919,0.3495,,,,,
771,PM,2015,0.4501,0.3543,0.4919,,,,
772,PM,2016,0.4871,0.3716,0.4501,0.4919,,,
773,PM,2017,0.4763,0.6438,0.4871,0.4501,0.4919,,
774,PM,2018,0.5428,0.3123,0.4763,0.4871,0.4501,0.4919,
775,PM,2019,0.4761,0.2828,0.5428,0.4763,0.4871,0.4501,0.4919
776,PM,2020,0.5276,0.3646,0.4761,0.5428,0.4763,0.4871,0.4501
777,PM,2021,0.6172,0.4253,0.5276,0.4761,0.5428,0.4763,0.4871
778,PM,2022,0.5753,0.3181,0.6172,0.5276,0.4761,0.5428,0.4763
779,PM,2023,0.564,0.567,0.5753,0.6172,0.5276,0.4761,0.5428
780,QCOM,2014,0.2823,0.6654,,,,,
781,QCOM,2015,0.3242,0.2552,0.2823,,,,
782,QCOM,2016,0.495,0.1979,0.3242,0.2823,,,
783,QCOM,2017,0.3327,0.6142,0.495,0.3242,0.2823,,
784,QCOM,2018,0.233,0.1178,0.3327,0.495,0.3242,0.2823,
785,QCOM,2019,0.2638,0.1711,0.233,0.3327,0.495,0.3242,0.2823
786,QCOM,2020,0.2486,0.4049,0.2638,0.233,0.3327,0.495,0.3242
787,QCOM,2021,0.4064,0.4147,0.2486,0.2638,0.233,0.3327,0.495
788,QCOM,2022,0.3295,0.3925,0.4064,0.2486,0.2638,0.233,0.3327
789,QCOM,2023,0.3143,0.2994,0.3295,0.4064,0.2486,0.2638,0.233
790,RTX,2014,0.5838,0.4015,,,,,
791,RTX,2015,0.5181,0.4899,0.5838,,,,
792,RTX,2016,0.5628,0.6004,0.5181,0.5838,,,
793,RTX,2017,0.5471,0.5184,0.5628,0.5181,0.5838,,
794,RTX,2018,0.5855,0.4518,0.5471,0.5628,0.5181,0.5838,
795,RTX,2019,0.5614,0.554,0.5855,0.5471,0.5628,0.5181,0.5838
796,RTX,2020,0.4564,0.5785,0.5614,0.5855,0.5471,0.5628,0.5181
797,RTX,2021,0.5277,0.6391,0.4564,0.5614,0.5855,0.5471,0.5628
798,RTX,2022,0.5361,0.6526,0.5277,0.4564,0.5614,0.5855,0.5471
799,RTX,2023,0.585,0.4531,0.5361,0.5277,0.4564,0.5614,0.5855
800,SBUX,2014,0.5745,0.4297,,,,,
801,SBUX,2015,0.6355,0.5091,0.5745,,,,
802,SBUX,2016,0.6099,0.4133,0.6355,0.5745,,,
803,SBUX,2017,0.6191,0.4304,0.6099,0.6355,0.5745,,
804,SBUX,2018,0.6885,0.5559,0.6191,0.6099,0.6355,0.5745,
805,SBUX,2019,0.4726,0.6155,0.6885,0.6191,0.6099,0.6355,0.5745
806,SBUX,2020,0.4608,0.464,0.4726,0.6885,0.6191,0.6099,0.6355
807,SBUX,2021,0.5719,0.5219,0.4608,0.4726,0.6885,0.6191,0.6099
808,SBUX,2022,0.4717,0.4866,0.5719,0.4608,0.4726,0.6885,0.6191
809,SBUX,2023,0.2924,0.4357,0.4717,0.5719,0.4608,0.4726,0.6885
810,SCHW,2014,0.572,0.5426,,,,,
811,SCHW,2015,0.62,0.4672,0.572,,,,
812,SCHW,2016,0.6193,0.5754,0.62,0.572,,,
813,SCHW,2017,0.4861,0.5636,0.6193,0.62,0.572,,
814,SCHW,2018,0.5925,0.5384,0.4861,0.6193,0.62,0.572,
815,SCHW,2019,0.5186,0.5259,0.5925,0.4861,0.6193,0.62,0.572
816,SCHW,2020,0.4709,0.5183,0.5186,0.5925,0.4861,0.6193,0.62
817,SCHW,2021,0.5955,0.5577,0.4709,0.5186,0.5925,0.4861,0.6193
818,SCHW,2022,0.5156,0.5007,0.5955,0.4709,0.5186,0.5925,0.4861
819,SCHW,2023,0.5015,0.4753,0.5156,0.5955,0.4709,0.5186,0.5925
820,SHW,2014,0.337,0.3772,,,,,
821,SHW,2015,0.3093,0.3985,0.337,,,,
822,SHW,2016,0.2492,0.3694,0.3093,0.337,,,
823,SHW,2017,0.3033,0.4056,0.2492,0.3093,0.337,,
824,SHW,2018,0.5301,0.3964,0.3033,0.2492,0.3093,0.337,
825,SHW,2019,0.5987,0.4084,0.5301,0.3033,0.2492,0.3093,0.337
826,SHW,2020,0.5794,0.4048,0.5987,0.5301,0.3033,0.2492,0.3093
827,SHW,2021,0.5948,0.412,0.5794,0.5987,0.5301,0.3033,0.2492
828,SHW,2022,0.6093,0.4889,0.5948,0.5794,0.5987,0.5301,0.3033
829,SHW,2023,0.6347,0.5774,0.6093,0.5948,0.5794,0.5987,0.5301
830,SO,2014,0.4884,0.4401,,,,,
831,SO,2015,0.3872,0.6614,0.4884,,,,
832,SO,2016,0.3738,0.6848,0.3872,0.4884,,,
833,SO,2017,0.4778,0.355,0.3738,0.3872,0.4884,,
834,SO,2018,0.3438,0.5876,0.4778,0.3738,0.3872,0.4884,
835,SO,2019,0.4992,0.4425,0.3438,0.4778,0.3738,0.3872,0.4884
836,SO,2020,0.3734,0.5699,0.4992,0.3438,0.4778,0.3738,0.3872
837,SO,2021,0.4498,0.4321,0.3734,0.4992,0.3438,0.4778,0.3738
838,SO,2022,0.4578,0.4397,0.4498,0.3734,0.4992,0.3438,0.4778
839,SO,2023,0.4946,0.434,0.4578,0.4498,0.3734,0.4992,0.3438
840,SPGI,2014,0.6049,0.7092,,,,,
841,SPGI,2015,0.5591,0.538,0.6049,,,,
842,SPGI,2016,0.5778,0.5441,0.5591,0.6049,,,
843,SPGI,2017,0.6369,0.5123,0.5778,0.5591,0.6049,,
844,SPGI,2018,0.665,0.5951,0.6369,0.5778,0.5591,0.6049,
845,SPGI,2019,0.5239,0.56,0.665,0.6369,0.5778,0.5591,0.6049
846,SPGI,2020,0.7281,0.4298,0.5239,0.665,0.6369,0.5778,0.5591
847,SPGI,2021,0.7027,0.5282,0.7281,0.5239,0.665,0.6369,0.5778
848,SPGI,2022,0.5913,0.5164,0.7027,0.7281,0.5239,0.665,0.6369
849,SPGI,2023,0.5898,0.4299,0.5913,0.7027,0.7281,0.5239,0.665
850,SYK,2014,0.5707,0.2934,,,,,
851,SYK,2015,0.5725,0.2716,0.5707,,,,
852,SYK,2016,0.5711,0.2909,0.5725,0.5707,,,
853,SYK,2017,0.5802,0.3472,0.5711,0.5725,0.5707,,
854,SYK,2018,0.5588,0.3023,0.5802,0.5711,0.5725,0.5707,
855,SYK,2019,0.5588,0.3905,0.5588,0.5802,0.5711,0.5725,0.5707
856,SYK,2020,0.5663,0.3749,0.5588,0.5588,0.5802,0.5711,0.5725
857,SYK,2021,0.5289,0.3694,0.5663,0.5588,0.5588,0.5802,0.5711
858,SYK,2022,0.5564,0.2738,0.5289,0.5663,0.5588,0.5588,0.5802
859,SYK,2023,0.5418,0.3408,0.5564,0.5289,0.5663,0.5588,0.5588
860,T,2014,0.3805,0.4788,,,,,
861,T,2015,0.3411,0.3398,0.3805,,,,
862,T,2016,0.5042,0.2895,0.3411,0.3805,,,
863,T,2017,0.5247,0.4337,0.5042,0.3411,0.3805,,
864,T,2018,0.3647,0.2648,0.5247,0.5042,0.3411,0.3805,
865,T,2019,0.4167,0.3303,0.3647,0.5247,0.5042,0.3411,0.3805
866,T,2020,0.3611,0.3693,0.4167,0.3647,0.5247,0.5042,0.3411
867,T,2021,0.4076,0.4177,0.3611,0.4167,0.3647,0.5247,0.5042
868,T,2022,0.3484,0.405,0.4076,0.3611,0.4167,0.3647,0.5247
869,T,2023,0.4133,0.4089,0.3484,0.4076,0.3611,0.4167,0.3647
870,TJX,2014,0.5428,0.4502,,,,,
871,TJX,2015,0.5476,0.4366,0.5428,,,,
872,TJX,2016,0.5126,0.3974,0.5476,0.5428,,,
873,TJX,2017,0.5699,0.4101,0.5126,0.5476,0.5428,,
874,TJX,2018,0.5604,0.429,0.5699,0.5126,0.5476,0.5428,
875,TJX,2019,0.6706,0.4264,0.5604,0.5699,0.5126,0.5476,0.5428
876,TJX,2020,0.5799,0.474,0.6706,0.5604,0.5699,0.5126,0.5476
877,TJX,2021,0.572,0.4784,0.5799,0.6706,0.5604,0.5699,0.5126
878,TJX,2022,0.5557,0.4192,0.572,0.5799,0.6706,0.5604,0.5699
879,TJX,2023,0.5509,0.4691,0.5557,0.572,0.5799,0.6706,0.5604
880,TMO,2014,0.3739,0.5421,,,,,
881,TMO,2015,0.5711,0.5056,0.3739,,,,
882,TMO,2016,0.5998,0.4287,0.5711,0.3739,,,
883,TMO,2017,0.6836,0.4915,0.5998,0.5711,0.3739,,
884,TMO,2018,0.6734,0.495,0.6836,0.5998,0.5711,0.3739,
885,TMO,2019,0.6126,0.5206,0.6734,0.6836,0.5998,0.5711,0.3739
886,TMO,2020,0.5674,0.4401,0.6126,0.6734,0.6836,0.5998,0.5711
887,TMO,2021,0.515,0.5079,0.5674,0.6126,0.6734,0.6836,0.5998
888,TMO,2022,0.5906,0.6094,0.515,0.5674,0.6126,0.6734,0.6836
889,TMO,2023,0.6938,0.6881,0.5906,0.515,0.5674,0.6126,0.6734
890,TMUS,2014,0.5438,0.3312,,,,,
891,TMUS,2015,0.6032,0.399,0.5438,,,,
892,TMUS,2016,0.4147,0.3491,0.6032,0.5438,,,
893,TMUS,2017,0.4584,0.3756,0.4147,0.6032,0.5438,,
894,TMUS,2018,0.4378,0.3266,0.4584,0.4147,0.6032,0.5438,
895,TMUS,2019,0.4084,0.2461,0.4378,0.4584,0.4147,0.6032,0.5438
896,TMUS,2020,0.4022,0.3578,0.4084,0.4378,0.4584,0.4147,0.6032
897,TMUS,2021,0.5582,0.4405,0.4022,0.4084,0.4378,0.4584,0.4147
898,TMUS,2022,0.5073,0.5948,0.5582,0.4022,0.4084,0.4378,0.4584
899,TMUS,2023,0.5005,0.4462,0.5073,0.5582,0.4022,0.4084,0.4378
900,TSLA,2014,0.5128,0.2241,,,,,
901,TSLA,2015,0.6608,0.2578,0.5128,,,,
902,TSLA,2016,0.4989,0.2446,0.6608,0.5128,,,
903,TSLA,2017,0.5343,0.2365,0.4989,0.6608,0.5128,,
904,TSLA,2018,0.5036,0.2291,0.5343,0.4989,0.6608,0.5128,
905,TSLA,2019,0.5734,0.2614,0.5036,0.5343,0.4989,0.6608,0.5128
906,TSLA,2020,0.5575,0.3768,0.5734,0.5036,0.5343,0.4989,0.6608
907,TSLA,2021,0.5645,0.3517,0.5575,0.5734,0.5036,0.5343,0.4989
908,TSLA,2022,0.6297,0.4516,0.5645,0.5575,0.5734,0.5036,0.5343
909,TSLA,2023,0.5645,0.3812,0.6297,0.5645,0.5575,0.5734,0.5036
910,TXN,2014,0.5319,0.3693,,,,,
911,TXN,2015,0.5271,0.4637,0.5319,,,,
912,TXN,2016,0.5074,0.5267,0.5271,0.5319,,,
913,TXN,2017,0.5746,0.4622,0.5074,0.5271,0.5319,,
914,TXN,2018,0.5072,0.3884,0.5746,0.5074,0.5271,0.5319,
915,TXN,2019,0.5146,0.5803,0.5072,0.5746,0.5074,0.5271,0.5319
916,TXN,2020,0.5167,0.5059,0.5146,0.5072,0.5746,0.5074,0.5271
917,TXN,2021,0.5141,0.5295,0.5167,0.5146,0.5072,0.5746,0.5074
918,TXN,2022,0.5872,0.4594,0.5141,0.5167,0.5146,0.5072,0.5746
919,TXN,2023,0.5294,0.5212,0.5872,0.5141,0.5167,0.5146,0.5072
920,UNH,2014,0.4327,0.2235,,,,,
921,UNH,2015,0.4599,0.6302,0.4327,,,,
922,UNH,2016,0.6028,0.2944,0.4599,0.4327,,,
923,UNH,2017,0.5751,0.3276,0.6028,0.4599,0.4327,,
924,UNH,2018,0.4258,0.2458,0.5751,0.6028,0.4599,0.4327,
925,UNH,2019,0.5561,0.3153,0.4258,0.5751,0.6028,0.4599,0.4327
926,UNH,2020,0.618,0.3785,0.5561,0.4258,0.5751,0.6028,0.4599
927,UNH,2021,0.573,0.3923,0.618,0.5561,0.4258,0.5751,0.6028
928,UNH,2022,0.5387,0.4634,0.573,0.618,0.5561,0.4258,0.5751
929,UNH,2023,0.4572,0.485,0.5387,0.573,0.618,0.5561,0.4258
930,UNP,2014,0.3741,0.393,,,,,
931,UNP,2015,0.4122,0.4909,0.3741,,,,
932,UNP,2016,0.3596,0.4163,0.4122,0.3741,,,
933,UNP,2017,0.3652,0.3544,0.3596,0.4122,0.3741,,
934,UNP,2018,0.4141,0.4128,0.3652,0.3596,0.4122,0.3741,
935,UNP,2019,0.4144,0.3456,0.4141,0.3652,0.3596,0.4122,0.3741
936,UNP,2020,0.4343,0.409,0.4144,0.4141,0.3652,0.3596,0.4122
937,UNP,2021,0.5261,0.4814,0.4343,0.4144,0.4141,0.3652,0.3596
938,UNP,2022,0.3997,0.4206,0.5261,0.4343,0.4144,0.4141,0.3652
939,UNP,2023,0.5,0.6817,0.3997,0.5261,0.4343,0.4144,0.4141
940,UPS,2014,0.7013,0.4403,,,,,
941,UPS,2015,0.6204,0.3959,0.7013,,,,
942,UPS,2016,0.5109,0.3796,0.6204,0.7013,,,
943,UPS,2017,0.6503,0.7909,0.5109,0.6204,0.7013,,
944,UPS,2018,0.6566,0.4719,0.6503,0.5109,0.6204,0.7013,
945,UPS,2019,0.6348,0.5512,0.6566,0.6503,0.5109,0.6204,0.7013
946,UPS,2020,0.5739,0.5548,0.6348,0.6566,0.6503,0.5109,0.6204
947,UPS,2021,0.5929,0.6011,0.5739,0.6348,0.6566,0.6503,0.5109
948,UPS,2022,0.6096,0.6903,0.5929,0.5739,0.6348,0.6566,0.6503
949,UPS,2023,0.624,0.6605,0.6096,0.5929,0.5739,0.6348,0.6566
950,V,2014,0.5477,0.3578,,,,,
951,V,2015,0.5408,0.3896,0.5477,,,,
952,V,2016,0.4086,0.589,0.5408,0.5477,,,
953,V,2017,0.5652,0.6472,0.4086,0.5408,0.5477,,
954,V,2018,0.5383,0.5485,0.5652,0.4086,0.5408,0.5477,
955,V,2019,0.4545,0.3171,0.5383,0.5652,0.4086,0.5408,0.5477
956,V,2020,0.4077,0.346,0.4545,0.5383,0.5652,0.4086,0.5408
957,V,2021,0.4057,0.3985,0.4077,0.4545,0.5383,0.5652,0.4086
958,V,2022,0.484,0.568,0.4057,0.4077,0.4545,0.5383,0.5652
959,V,2023,0.4566,0.3816,0.484,0.4057,0.4077,0.4545,0.5383
960,VRTX,2014,0.4623,0.1119,,,,,
961,VRTX,2015,0.6296,0.2455,0.4623,,,,
962,VRTX,2016,0.529,0.191,0.6296,0.4623,,,
963,VRTX,2017,0.4997,0.1816,0.529,0.6296,0.4623,,
964,VRTX,2018,0.2286,0.1857,0.4997,0.529,0.6296,0.4623,
965,VRTX,2019,0.5249,0.1861,0.2286,0.4997,0.529,0.6296,0.4623
966,VRTX,2020,0.3785,0.2195,0.5249,0.2286,0.4997,0.529,0.6296
967,VRTX,2021,0.495,0.3508,0.3785,0.5249,0.2286,0.4997,0.529
968,VRTX,2022,0.5155,0.3948,0.495,0.3785,0.5249,0.2286,0.4997
969,VRTX,2023,0.5634,0.3842,0.5155,0.495,0.3785,0.5249,0.2286
970,VZ,2014,0.4893,0.4958,,,,,
971,VZ,2015,0.4484,0.493,0.4893,,,,
972,VZ,2016,0.6656,0.4385,0.4484,0.4893,,,
973,VZ,2017,0.5167,0.4864,0.6656,0.4484,0.4893,,
974,VZ,2018,0.4769,0.4828,0.5167,0.6656,0.4484,0.4893,
975,VZ,2019,0.3849,0.4631,0.4769,0.5167,0.6656,0.4484,0.4893
976,VZ,2020,0.4301,0.4581,0.3849,0.4769,0.5167,0.6656,0.4484
977,VZ,2021,0.5437,0.6463,0.4301,0.3849,0.4769,0.5167,0.6656
978,VZ,2022,0.4401,0.4881,0.5437,0.4301,0.3849,0.4769,0.5167
979,VZ,2023,0.3914,0.3657,0.4401,0.5437,0.4301,0.3849,0.4769
980,WMT,2014,0.582,0.3963,,,,,
981,WMT,2015,0.6266,0.422,0.582,,,,
982,WMT,2016,0.5965,0.4398,0.6266,0.582,,,
983,WMT,2017,0.5749,0.4791,0.5965,0.6266,0.582,,
984,WMT,2018,0.5984,0.4249,0.5749,0.5965,0.6266,0.582,
985,WMT,2019,0.5726,0.4424,0.5984,0.5749,0.5965,0.6266,0.582
986,WMT,2020,0.5077,0.4527,0.5726,0.5984,0.5749,0.5965,0.6266
987,WMT,2021,0.5084,0.4946,0.5077,0.5726,0.5984,0.5749,0.5965
988,WMT,2022,0.5158,0.5171,0.5084,0.5077,0.5726,0.5984,0.5749
989,WMT,2023,0.5341,0.5136,0.5158,0.5084,0.5077,0.5726,0.5984
990,XOM,2014,0.4713,0.4349,,,,,
991,XOM,2015,0.4515,0.4551,0.4713,,,,
992,XOM,2016,0.3441,0.5606,0.4515,0.4713,,,
993,XOM,2017,0.4091,0.5855,0.3441,0.4515,0.4713,,
994,XOM,2018,0.3766,0.5353,0.4091,0.3441,0.4515,0.4713,
995,XOM,2019,0.4435,0.5714,0.3766,0.4091,0.3441,0.4515,0.4713
996,XOM,2020,0.4573,0.5693,0.4435,0.3766,0.4091,0.3441,0.4515
997,XOM,2021,0.3728,0.6207,0.4573,0.4435,0.3766,0.4091,0.3441
998,XOM,2022,0.4286,0.5325,0.3728,0.4573,0.4435,0.3766,0.4091
999,XOM,2023,0.4288,0.6314,0.4286,0.3728,0.4573,0.4435,0.3766
